task_id,mu,sigma
alpaca_1,0.0,1.0
alpaca_2,-1.1283791670955128,1.0
alpaca_3,-1.1283791670955128,1.0
alpaca_4,0.0,1.0
alpaca_6,1.1283791670955128,1.0
